customer_id,business_size,industry,cardholder_role,business_age_years,tenure_months,credit_limit,avg_monthly_spend,spend_trend_3mo,transaction_count_monthly,utilization_ratio,merchant_category_diversity,credit_score_band,late_payments_last_12mo,payment_ratio,support_calls_last_90d,login_frequency_monthly,churn_flag
SME152734,medium,food_service,employee,2.3,19.0,9200.0,90.83,-0.092,1.0,0.134,7,prime,0,0.86,5.0,11.0,0
SME152735,small,retail,employee,5.3,4.0,27500.0,3834.38,-0.117,21.0,0.369,2,prime,0,0.7,0.0,,0
SME152736,micro,construction,employee,1.6,16.0,10000.0,1931.11,-0.025,16.0,0.211,8,prime,3,0.85,0.0,9.0,1
SME152737,micro,professional_services,business_owner,8.7,1.0,1000.0,1398.42,0.127,16.0,0.399,3,super_prime,0,0.99,0.0,15.0,1
SME152738,medium,healthcare,employee,5.7,2.0,6300.0,6683.3,-0.005,49.0,0.1,4,prime,2,0.75,1.0,0.0,0
SME152739,micro,retail,business_owner,3.2,20.0,4200.0,5362.2,-0.067,55.0,0.283,5,subprime,1,0.57,2.0,2.0,1
SME152740,micro,professional_services,employee,5.2,21.0,21700.0,4825.11,-0.012,30.0,0.268,2,super_prime,0,0.73,0.0,9.0,0
SME152741,medium,retail,business_owner,0.9,17.0,16400.0,3273.36,-0.151,21.0,0.235,12,prime,1,0.87,1.0,10.0,1
SME152742,micro,retail,employee,6.3,22.0,22700.0,5696.66,0.158,60.0,0.304,12,prime,2,0.89,1.0,15.0,0
SME152743,small,professional_services,employee,2.2,13.0,10800.0,1959.25,0.199,13.0,0.103,13,prime,0,0.85,1.0,14.0,0
SME152744,micro,professional_services,business_owner,8.4,12.0,3900.0,10014.92,0.006,56.0,0.283,1,prime,2,0.92,0.0,1.0,0
SME152745,small,healthcare,employee,17.5,39.0,1000.0,1080.94,0.066,10.0,0.242,9,super_prime,0,0.89,0.0,5.0,0
SME152746,micro,healthcare,employee,15.7,33.0,6100.0,3737.45,-0.204,41.0,0.161,5,super_prime,0,0.83,3.0,3.0,0
SME152747,small,retail,employee,2.7,22.0,12300.0,5644.4,0.029,59.0,0.288,4,super_prime,0,0.98,0.0,12.0,0
SME152748,micro,food_service,business_owner,12.6,3.0,21300.0,1301.12,-0.113,7.0,0.129,7,super_prime,1,1.13,0.0,13.0,0
SME152749,micro,professional_services,business_owner,11.8,12.0,2800.0,7999.58,0.043,80.0,0.063,7,prime,0,0.66,2.0,5.0,1
SME152750,small,tech,employee,4.1,93.0,18900.0,62550.79,0.077,722.0,0.389,5,near_prime,2,0.72,1.0,13.0,0
SME152751,small,retail,business_owner,13.3,12.0,25200.0,2870.21,-0.098,34.0,0.334,14,subprime,1,0.61,3.0,6.0,0
SME152752,micro,construction,business_owner,6.2,26.0,18900.0,3797.5,-0.189,30.0,0.352,4,super_prime,1,0.86,0.0,10.0,0
SME152753,micro,food_service,employee,3.2,6.0,12500.0,153.3,0.023,1.0,0.136,4,near_prime,1,0.44,6.0,3.0,0
SME152754,micro,food_service,business_owner,0.5,3.0,42300.0,3807.27,0.008,31.0,0.107,12,prime,1,0.75,2.0,6.0,0
SME152755,medium,retail,employee,0.5,38.0,17600.0,2190.67,0.096,11.0,0.402,7,near_prime,1,0.57,1.0,11.0,0
SME152756,small,professional_services,business_owner,8.0,5.0,16100.0,2321.9,0.033,21.0,0.21,13,super_prime,0,0.67,1.0,9.0,0
SME152757,micro,professional_services,business_owner,19.0,1.0,7000.0,2646.47,-0.056,16.0,0.345,6,prime,0,0.53,2.0,12.0,0
SME152758,micro,construction,employee,5.6,12.0,23600.0,6467.83,0.116,44.0,0.655,9,prime,1,1.05,1.0,6.0,1
SME152759,micro,tech,business_owner,15.3,3.0,9600.0,6722.1,0.06,43.0,0.464,7,prime,1,0.85,1.0,0.0,1
SME152760,medium,retail,employee,0.5,24.0,1100.0,5231.1,-0.17,26.0,0.787,5,near_prime,0,0.69,0.0,9.0,0
SME152761,micro,food_service,employee,7.0,14.0,6000.0,2659.01,0.088,29.0,0.181,14,near_prime,2,0.66,1.0,11.0,0
SME152762,micro,food_service,business_owner,10.8,8.0,12700.0,6967.22,-0.051,36.0,0.331,3,super_prime,0,0.71,0.0,10.0,0
SME152763,micro,healthcare,business_owner,3.2,73.0,14000.0,2316.14,-0.065,12.0,0.546,9,near_prime,0,0.62,1.0,8.0,0
SME152764,small,construction,employee,2.0,4.0,12300.0,1910.13,0.122,17.0,0.388,14,prime,1,0.87,3.0,17.0,0
SME152765,small,retail,employee,5.0,2.0,7400.0,4020.71,0.072,35.0,0.254,7,super_prime,0,1.1,2.0,0.0,0
SME152766,small,professional_services,employee,10.6,4.0,12400.0,6926.19,-0.108,35.0,0.582,7,prime,1,0.55,1.0,8.0,0
SME152767,small,retail,employee,2.7,30.0,11900.0,4101.47,-0.13,32.0,0.037,13,prime,0,0.91,0.0,5.0,0
SME152768,small,healthcare,employee,4.6,11.0,12600.0,94.99,-0.05,1.0,0.09,9,prime,0,0.78,0.0,1.0,0
SME152769,medium,tech,employee,5.0,20.0,13700.0,6554.2,-0.028,73.0,0.591,9,super_prime,0,0.9,0.0,12.0,0
SME152770,micro,tech,employee,0.5,67.0,12100.0,2695.88,-0.101,25.0,0.304,4,prime,1,0.58,0.0,14.0,0
SME152771,micro,retail,business_owner,2.2,10.0,6300.0,4504.91,0.005,33.0,0.049,12,prime,2,0.82,2.0,6.0,0
SME152772,micro,professional_services,business_owner,5.8,21.0,28400.0,10407.33,-0.043,59.0,0.325,8,super_prime,0,0.72,1.0,4.0,0
SME152773,small,healthcare,business_owner,1.6,7.0,27000.0,89.87,-0.101,1.0,0.634,9,prime,3,0.91,0.0,5.0,1
SME152774,micro,professional_services,business_owner,1.8,27.0,6200.0,4840.32,-0.161,25.0,0.675,12,prime,1,0.69,2.0,11.0,0
SME152775,micro,tech,employee,2.4,11.0,5300.0,9175.46,0.109,90.0,0.2,1,prime,1,0.98,1.0,7.0,0
SME152776,small,professional_services,employee,8.3,34.0,18100.0,2140.48,-0.116,13.0,0.688,13,near_prime,3,0.74,2.0,9.0,0
SME152777,micro,food_service,employee,2.9,59.0,4200.0,4788.52,-0.073,47.0,0.48,12,prime,3,0.75,0.0,7.0,1
SME152778,small,retail,employee,1.5,49.0,17100.0,5630.01,0.034,36.0,0.136,6,prime,1,0.9,2.0,4.0,0
SME152779,small,retail,employee,1.9,5.0,21000.0,10411.78,-0.142,122.0,0.643,12,near_prime,1,0.87,2.0,7.0,0
SME152780,medium,healthcare,employee,7.4,3.0,6900.0,5169.3,0.036,40.0,0.33,8,prime,0,0.84,2.0,2.0,0
SME152781,small,food_service,employee,2.9,31.0,7200.0,3165.8,0.001,29.0,0.741,14,subprime,5,0.69,0.0,3.0,0
SME152782,micro,retail,employee,8.2,29.0,1200.0,4860.57,-0.037,41.0,0.327,9,prime,2,0.76,2.0,6.0,0
SME152783,micro,retail,employee,1.7,41.0,26600.0,5766.65,0.111,61.0,0.422,6,prime,2,0.77,2.0,8.0,0
SME152784,micro,retail,employee,0.5,7.0,12300.0,3744.28,0.057,24.0,0.533,11,near_prime,0,0.95,0.0,8.0,0
SME152785,micro,construction,employee,1.8,16.0,13500.0,12726.76,0.149,115.0,0.133,9,prime,1,0.78,2.0,4.0,0
SME152786,small,professional_services,employee,1.7,6.0,23200.0,108.74,0.087,1.0,0.507,4,super_prime,0,0.63,1.0,2.0,0
SME152787,small,retail,employee,0.5,34.0,1900.0,105.81,0.058,1.0,0.316,6,prime,0,0.75,2.0,0.0,0
SME152788,small,food_service,employee,2.0,28.0,18100.0,4478.25,0.1,39.0,0.473,14,subprime,0,0.65,2.0,14.0,0
SME152789,small,retail,business_owner,3.5,7.0,29300.0,87.01,-0.13,1.0,0.157,11,super_prime,0,1.06,0.0,,0
SME152790,small,retail,business_owner,1.3,27.0,13700.0,5698.09,0.007,51.0,0.442,5,subprime,3,0.48,0.0,12.0,0
SME152791,small,professional_services,employee,2.4,22.0,13400.0,119.2,0.192,1.0,0.611,9,near_prime,1,0.47,2.0,,0
SME152792,micro,food_service,employee,11.2,26.0,11200.0,1955.03,0.004,19.0,0.313,3,prime,3,0.79,0.0,10.0,0
SME152793,micro,professional_services,business_owner,1.3,11.0,6900.0,5043.89,-0.044,47.0,0.286,3,prime,0,0.83,2.0,6.0,0
SME152794,micro,professional_services,business_owner,12.2,49.0,8400.0,4810.34,0.195,26.0,0.392,3,prime,0,0.94,0.0,10.0,0
SME152795,small,construction,employee,8.8,31.0,1000.0,4429.05,-0.107,22.0,0.188,11,prime,0,0.96,0.0,0.0,1
SME152796,medium,professional_services,employee,1.9,1.0,22900.0,9260.2,0.034,103.0,0.172,1,near_prime,4,0.75,3.0,14.0,1
SME152797,medium,food_service,business_owner,3.9,26.0,18400.0,128.32,0.283,1.0,0.503,7,super_prime,0,0.86,2.0,6.0,0
SME152798,micro,professional_services,business_owner,12.4,39.0,21200.0,8674.39,-0.023,47.0,0.117,10,near_prime,1,0.89,1.0,0.0,0
SME152799,medium,construction,employee,0.5,4.0,25000.0,2449.13,-0.201,14.0,0.038,14,near_prime,7,0.87,0.0,13.0,0
SME152800,small,professional_services,business_owner,6.0,23.0,16200.0,4223.15,-0.139,33.0,0.685,1,super_prime,2,0.85,1.0,9.0,0
SME152801,micro,healthcare,employee,4.9,47.0,8900.0,6276.86,-0.055,70.0,0.209,6,prime,0,0.63,2.0,6.0,0
SME152802,small,food_service,employee,0.8,60.0,1200.0,3281.19,-0.127,27.0,0.384,7,near_prime,0,0.51,1.0,6.0,0
SME152803,medium,professional_services,business_owner,1.6,55.0,34900.0,106.52,0.065,1.0,0.149,5,prime,0,1.19,0.0,13.0,0
SME152804,micro,healthcare,employee,6.9,33.0,15400.0,2672.95,0.072,20.0,0.505,2,subprime,4,0.45,3.0,6.0,0
SME152805,medium,retail,business_owner,1.0,7.0,10900.0,6097.39,0.164,75.0,0.723,6,prime,1,0.74,2.0,12.0,1
SME152806,micro,tech,business_owner,10.0,58.0,15800.0,4964.82,0.247,39.0,0.167,6,subprime,1,0.68,2.0,4.0,1
SME152807,micro,professional_services,employee,3.0,5.0,16100.0,5153.03,0.035,59.0,0.15,12,prime,2,1.03,1.0,9.0,0
SME152808,micro,professional_services,employee,1.9,31.0,12900.0,3716.91,0.006,35.0,0.044,5,near_prime,2,0.49,5.0,12.0,1
SME152809,micro,construction,employee,0.9,15.0,24000.0,7773.73,0.204,84.0,0.323,8,near_prime,1,0.94,0.0,2.0,1
SME152810,small,retail,employee,2.0,33.0,18300.0,668.36,-0.174,7.0,0.086,6,super_prime,0,1.06,0.0,6.0,0
SME152811,micro,professional_services,employee,1.1,2.0,31100.0,4219.95,0.151,34.0,0.411,4,near_prime,3,0.72,1.0,1.0,0
SME152812,micro,healthcare,business_owner,12.6,11.0,15500.0,5775.15,-0.063,52.0,0.608,3,prime,0,0.68,1.0,11.0,0
SME152813,medium,professional_services,employee,9.9,23.0,9100.0,4446.91,-0.15,45.0,0.219,8,near_prime,2,0.92,1.0,8.0,0
SME152814,micro,food_service,employee,11.6,8.0,8800.0,5410.24,-0.145,66.0,0.521,4,super_prime,0,0.9,0.0,11.0,0
SME152815,micro,food_service,employee,17.0,27.0,29400.0,6908.03,0.029,66.0,0.175,1,super_prime,0,0.87,0.0,2.0,0
SME152816,medium,retail,employee,5.5,4.0,12700.0,4163.67,-0.085,37.0,0.312,2,prime,0,0.81,4.0,11.0,0
SME152817,medium,professional_services,employee,0.6,78.0,5800.0,3079.21,-0.006,17.0,0.19,2,subprime,2,0.77,7.0,5.0,0
SME152818,small,healthcare,employee,7.8,22.0,12700.0,1528.57,-0.135,10.0,0.401,7,super_prime,0,1.17,2.0,6.0,0
SME152819,micro,retail,employee,2.4,10.0,24000.0,3494.63,-0.021,36.0,0.552,9,near_prime,1,0.69,3.0,0.0,0
SME152820,micro,food_service,business_owner,0.5,37.0,6900.0,343.98,-0.262,2.0,0.277,14,super_prime,1,0.83,0.0,16.0,0
SME152821,small,healthcare,employee,6.2,25.0,11500.0,2634.22,-0.289,33.0,0.29,5,near_prime,0,0.71,1.0,,0
SME152822,small,food_service,business_owner,3.5,54.0,30400.0,2654.58,0.02,18.0,0.469,12,super_prime,0,0.76,1.0,,1
SME152823,small,retail,business_owner,2.2,50.0,29500.0,42959.11,-0.085,270.0,0.451,7,prime,0,0.78,1.0,2.0,0
SME152824,micro,healthcare,business_owner,1.3,9.0,14700.0,1125.47,0.173,6.0,0.3,3,subprime,1,0.71,1.0,7.0,0
SME152825,small,retail,employee,3.2,20.0,19800.0,3104.17,-0.002,19.0,0.274,1,near_prime,0,0.7,0.0,8.0,0
SME152826,small,retail,business_owner,11.7,66.0,9400.0,2056.33,-0.159,17.0,0.308,10,super_prime,0,1.12,1.0,10.0,0
SME152827,small,tech,employee,5.1,25.0,20000.0,5136.93,0.023,30.0,0.204,6,prime,0,0.87,1.0,10.0,0
SME152828,micro,retail,employee,2.6,68.0,25500.0,3086.37,-0.025,16.0,0.159,8,super_prime,1,1.09,2.0,13.0,0
SME152829,micro,construction,business_owner,3.1,13.0,14200.0,1356.26,-0.138,7.0,0.294,8,subprime,0,0.67,1.0,11.0,1
SME152830,micro,healthcare,employee,3.5,7.0,15000.0,65.1,-0.349,1.0,0.588,4,prime,1,0.66,4.0,4.0,1
SME152831,small,retail,employee,4.5,28.0,11700.0,2271.2,0.03,23.0,0.143,13,prime,1,0.99,1.0,21.0,0
SME152832,small,food_service,employee,5.1,27.0,20500.0,2138.46,0.121,12.0,0.194,9,prime,1,0.96,1.0,15.0,0
SME152833,micro,professional_services,business_owner,3.2,19.0,17600.0,3756.06,0.202,25.0,0.319,12,super_prime,1,0.93,0.0,17.0,1
SME152834,micro,construction,employee,5.6,14.0,12600.0,9045.92,-0.024,91.0,0.706,2,super_prime,0,0.75,1.0,4.0,0
SME152835,small,professional_services,employee,5.0,14.0,28000.0,5998.37,0.063,42.0,0.303,11,near_prime,0,0.82,3.0,7.0,0
SME152836,micro,professional_services,business_owner,2.7,4.0,14700.0,4899.18,-0.08,53.0,0.419,4,near_prime,3,0.58,1.0,5.0,0
SME152837,small,professional_services,employee,4.5,5.0,11800.0,4273.93,0.053,23.0,0.331,2,prime,2,0.93,0.0,6.0,1
SME152838,micro,retail,employee,1.8,1.0,14800.0,5288.1,-0.008,61.0,0.179,14,prime,0,0.94,2.0,21.0,1
SME152839,small,retail,employee,0.5,9.0,18200.0,5527.54,0.035,33.0,0.269,10,super_prime,0,0.86,0.0,,0
SME152840,micro,healthcare,employee,4.8,9.0,16600.0,85.85,-0.142,1.0,0.688,7,subprime,2,0.55,3.0,19.0,0
SME152841,small,professional_services,employee,0.5,51.0,19900.0,8250.17,0.091,77.0,0.098,13,subprime,1,0.65,4.0,4.0,0
SME152842,micro,food_service,employee,5.2,43.0,18800.0,2642.71,-0.165,15.0,0.201,1,super_prime,0,0.89,0.0,9.0,0
SME152843,micro,food_service,business_owner,0.8,41.0,18500.0,659.35,0.029,3.0,0.28,4,prime,1,0.8,4.0,9.0,1
SME152844,micro,healthcare,employee,13.9,1.0,20500.0,8861.21,0.038,73.0,0.195,2,prime,3,0.57,1.0,,0
SME152845,micro,food_service,business_owner,2.4,41.0,12800.0,29804.44,-0.178,150.0,0.384,1,super_prime,0,0.77,0.0,16.0,1
SME152846,small,retail,business_owner,7.8,34.0,10200.0,5021.99,0.077,34.0,0.265,6,prime,1,0.53,1.0,11.0,0
SME152847,small,construction,employee,9.0,2.0,7100.0,3900.79,-0.039,24.0,0.534,3,prime,1,0.69,1.0,8.0,0
SME152848,micro,construction,employee,8.1,28.0,13200.0,105.76,0.058,1.0,0.594,10,near_prime,0,0.92,1.0,10.0,0
SME152849,small,food_service,business_owner,4.8,6.0,31500.0,6049.72,-0.064,68.0,0.171,11,prime,0,0.55,0.0,9.0,0
SME152850,micro,professional_services,business_owner,0.5,1.0,18500.0,10203.42,-0.014,54.0,0.48,14,subprime,2,0.76,2.0,4.0,1
SME152851,micro,professional_services,employee,7.2,8.0,21300.0,7639.66,0.047,73.0,0.682,7,near_prime,3,0.58,4.0,0.0,1
SME152852,micro,food_service,business_owner,1.2,4.0,23100.0,239.1,-0.08,2.0,0.342,12,super_prime,0,0.69,1.0,6.0,1
SME152853,small,professional_services,employee,0.8,13.0,9900.0,41824.63,0.09,338.0,0.335,2,prime,0,0.79,1.0,13.0,0
SME152854,micro,construction,employee,7.3,3.0,12300.0,378.01,0.076,3.0,0.47,10,near_prime,0,0.93,3.0,3.0,0
SME152855,micro,professional_services,employee,0.8,12.0,11300.0,6800.72,0.121,61.0,0.428,12,super_prime,0,0.89,1.0,2.0,0
SME152856,micro,construction,employee,2.0,1.0,5000.0,3136.62,0.019,20.0,0.055,10,prime,1,0.88,1.0,9.0,0
SME152857,micro,food_service,employee,3.1,19.0,24400.0,3294.47,0.082,25.0,0.404,5,near_prime,1,0.94,4.0,5.0,0
SME152858,micro,retail,employee,3.9,71.0,23400.0,11622.53,0.003,85.0,0.17,11,near_prime,1,0.63,2.0,8.0,0
SME152859,micro,professional_services,employee,1.5,87.0,5400.0,3307.21,-0.226,17.0,0.226,8,prime,0,0.83,1.0,9.0,0
SME152860,small,retail,employee,11.3,45.0,17400.0,5077.25,-0.214,44.0,0.282,13,super_prime,0,0.51,1.0,0.0,0
SME152861,micro,construction,business_owner,0.5,25.0,12700.0,4136.9,-0.065,35.0,0.323,8,subprime,0,0.48,0.0,9.0,0
SME152862,micro,retail,business_owner,5.5,14.0,2200.0,7110.37,-0.126,44.0,0.287,6,super_prime,1,0.75,1.0,13.0,0
SME152863,small,tech,business_owner,2.9,22.0,17800.0,9094.45,0.093,98.0,0.244,6,prime,1,0.69,2.0,3.0,1
SME152864,micro,professional_services,employee,5.8,3.0,12200.0,6064.88,0.116,54.0,0.387,8,super_prime,1,0.63,2.0,4.0,0
SME152865,micro,retail,business_owner,1.5,16.0,19700.0,6959.9,0.001,53.0,0.127,1,prime,1,0.64,0.0,8.0,0
SME152866,small,construction,employee,3.1,4.0,14200.0,9209.78,0.107,83.0,0.143,10,super_prime,0,0.78,0.0,5.0,0
SME152867,micro,retail,business_owner,0.5,16.0,1000.0,5485.07,-0.157,34.0,0.459,11,super_prime,1,0.81,0.0,9.0,1
SME152868,small,tech,business_owner,1.7,21.0,30700.0,7167.09,0.016,67.0,0.237,2,near_prime,2,0.7,0.0,11.0,0
SME152869,small,healthcare,business_owner,2.6,13.0,17100.0,10089.02,0.262,100.0,0.123,8,super_prime,1,0.49,1.0,0.0,0
SME152870,small,food_service,employee,13.0,72.0,17500.0,5869.49,0.345,60.0,0.442,10,prime,2,0.61,2.0,9.0,0
SME152871,micro,professional_services,business_owner,5.2,6.0,16900.0,5133.71,-0.082,27.0,0.293,8,prime,1,0.74,1.0,10.0,1
SME152872,small,construction,business_owner,6.5,17.0,3200.0,8224.21,0.006,72.0,0.339,6,subprime,3,0.55,4.0,10.0,0
SME152873,small,food_service,employee,2.1,24.0,27600.0,10541.06,0.11,86.0,0.191,2,prime,0,0.66,0.0,4.0,0
SME152874,small,retail,employee,1.7,22.0,18800.0,4466.04,0.05,33.0,0.375,5,super_prime,0,0.81,1.0,0.0,0
SME152875,micro,food_service,employee,5.4,8.0,16600.0,2736.63,-0.048,18.0,0.071,4,super_prime,0,0.8,1.0,12.0,0
SME152876,small,construction,business_owner,2.3,17.0,6400.0,3742.79,0.071,19.0,0.461,9,super_prime,0,0.69,2.0,20.0,0
SME152877,micro,healthcare,business_owner,4.7,18.0,17600.0,2319.63,0.089,16.0,0.158,8,near_prime,0,0.68,4.0,1.0,0
SME152878,micro,retail,employee,2.0,1.0,14800.0,3553.71,-0.022,25.0,0.301,3,near_prime,0,0.69,1.0,14.0,0
SME152879,micro,retail,business_owner,1.0,35.0,10000.0,5136.73,0.108,50.0,0.597,11,prime,1,0.93,0.0,0.0,0
SME152880,medium,professional_services,employee,5.5,33.0,1000.0,4946.22,-0.003,31.0,0.411,5,prime,0,0.56,1.0,10.0,0
SME152881,small,professional_services,business_owner,5.8,54.0,4200.0,2138.44,0.141,17.0,0.419,12,prime,1,0.67,1.0,5.0,0
SME152882,small,tech,employee,3.1,4.0,31200.0,7053.75,-0.048,43.0,0.586,7,super_prime,0,0.97,2.0,10.0,0
SME152883,small,professional_services,employee,14.2,27.0,14800.0,3673.4,0.182,28.0,0.086,10,subprime,0,0.55,3.0,8.0,0
SME152884,micro,retail,business_owner,2.7,20.0,19900.0,6070.83,0.032,55.0,0.126,4,subprime,3,0.47,3.0,5.0,0
SME152885,micro,food_service,employee,20.4,43.0,14200.0,1048.3,-0.284,5.0,0.123,7,near_prime,1,0.91,1.0,13.0,0
SME152886,small,retail,business_owner,0.5,3.0,9700.0,1576.61,-0.111,17.0,0.138,9,prime,0,0.82,2.0,7.0,0
SME152887,small,professional_services,employee,2.0,39.0,14000.0,8560.23,0.097,48.0,0.026,4,super_prime,0,0.81,2.0,8.0,0
SME152888,small,professional_services,business_owner,3.9,14.0,25200.0,5236.2,-0.016,38.0,0.29,10,prime,1,0.71,1.0,1.0,1
SME152889,micro,retail,employee,4.2,33.0,6000.0,9139.32,-0.085,53.0,0.162,9,near_prime,1,0.53,1.0,12.0,0
SME152890,small,healthcare,business_owner,3.7,10.0,18300.0,110.65,0.107,1.0,0.277,3,super_prime,0,0.94,2.0,5.0,0
SME152891,small,retail,business_owner,10.3,6.0,16800.0,4424.29,0.047,28.0,0.556,5,subprime,3,0.5,0.0,14.0,0
SME152892,micro,professional_services,employee,4.3,67.0,5700.0,2869.09,0.113,17.0,0.487,14,super_prime,0,0.78,0.0,8.0,0
SME152893,small,food_service,employee,0.5,13.0,4200.0,1035.19,-0.132,8.0,0.238,10,super_prime,0,0.98,3.0,2.0,0
SME152894,micro,healthcare,business_owner,6.4,10.0,11700.0,84.58,-0.154,1.0,0.255,2,prime,1,0.74,1.0,9.0,0
SME152895,micro,professional_services,business_owner,0.9,3.0,25800.0,5770.01,-0.101,33.0,0.323,11,near_prime,0,0.58,2.0,10.0,0
SME152896,small,food_service,employee,12.1,53.0,6800.0,6493.83,0.184,36.0,0.533,13,prime,1,0.97,3.0,3.0,1
SME152897,micro,healthcare,employee,3.2,15.0,1000.0,7848.21,-0.025,41.0,0.186,1,super_prime,0,1.1,1.0,16.0,0
SME152898,small,professional_services,employee,6.6,1.0,10600.0,6188.95,-0.101,34.0,0.177,6,prime,0,0.86,0.0,3.0,0
SME152899,small,retail,employee,0.9,14.0,5800.0,1853.8,0.032,12.0,0.27,14,near_prime,0,0.6,2.0,6.0,0
SME152900,micro,tech,business_owner,15.1,32.0,22000.0,2824.55,0.021,16.0,0.445,4,prime,0,0.8,2.0,8.0,1
SME152901,small,food_service,business_owner,15.3,17.0,4400.0,5017.76,0.045,56.0,0.463,6,super_prime,0,0.6,1.0,9.0,0
SME152902,micro,retail,employee,0.5,5.0,3100.0,5598.68,0.211,39.0,0.341,7,near_prime,2,0.42,2.0,2.0,1
SME152903,micro,professional_services,employee,1.6,2.0,3700.0,6032.95,0.11,68.0,0.601,14,prime,0,1.01,3.0,13.0,0
SME152904,micro,construction,business_owner,8.8,15.0,2800.0,1928.32,-0.06,11.0,0.615,12,super_prime,1,0.79,0.0,13.0,0
SME152905,small,healthcare,business_owner,4.8,2.0,36900.0,7165.72,-0.039,87.0,0.588,4,super_prime,0,0.94,1.0,9.0,0
SME152906,micro,retail,business_owner,12.0,114.0,11600.0,2472.17,0.05,16.0,0.064,6,near_prime,1,0.79,5.0,10.0,0
SME152907,micro,healthcare,employee,0.7,24.0,4100.0,4900.29,-0.143,53.0,0.149,14,super_prime,0,1.2,0.0,6.0,0
SME152908,small,retail,employee,9.9,47.0,6300.0,108.55,0.086,1.0,0.195,14,prime,0,0.88,1.0,15.0,0
SME152909,small,construction,employee,32.8,18.0,14400.0,658.58,0.109,5.0,0.321,2,super_prime,0,0.59,0.0,13.0,0
SME152910,medium,healthcare,employee,0.7,60.0,27900.0,3840.94,0.116,28.0,0.429,7,prime,1,1.13,6.0,2.0,0
SME152911,micro,food_service,employee,1.4,26.0,14400.0,98.68,-0.013,1.0,0.23,5,prime,0,0.76,2.0,5.0,1
SME152912,small,construction,employee,0.7,33.0,15100.0,102.28,0.023,1.0,0.248,13,prime,0,0.75,2.0,9.0,0
SME152913,small,food_service,employee,0.5,18.0,28700.0,447.69,-0.017,5.0,0.113,7,prime,0,0.81,1.0,4.0,0
SME152914,micro,food_service,employee,9.6,10.0,9300.0,5270.81,-0.013,65.0,0.138,5,near_prime,1,0.75,1.0,13.0,0
SME152915,micro,retail,employee,13.9,5.0,14900.0,8911.93,0.126,99.0,0.341,3,subprime,2,0.64,4.0,0.0,0
SME152916,micro,retail,employee,2.1,44.0,17700.0,5418.59,0.039,27.0,0.263,9,prime,1,0.93,6.0,8.0,0
SME152917,small,professional_services,business_owner,8.3,8.0,12000.0,2796.05,-0.055,30.0,0.228,5,super_prime,0,0.83,0.0,0.0,1
SME152918,small,construction,employee,24.5,33.0,16900.0,4265.85,-0.039,46.0,0.259,12,prime,0,0.67,1.0,5.0,0
SME152919,micro,professional_services,employee,18.2,22.0,25200.0,971.18,-0.009,7.0,0.475,10,near_prime,1,0.83,2.0,11.0,0
SME152920,micro,healthcare,business_owner,2.3,2.0,27100.0,10141.07,0.047,87.0,0.151,12,prime,2,0.88,2.0,4.0,0
SME152921,small,professional_services,employee,10.7,31.0,11200.0,4852.74,0.093,33.0,0.41,5,prime,0,0.8,1.0,13.0,0
SME152922,small,construction,employee,0.6,1.0,22100.0,990.88,-0.108,8.0,0.216,14,near_prime,1,0.87,1.0,11.0,0
SME152923,small,professional_services,business_owner,0.7,11.0,19000.0,756.0,-0.011,5.0,0.204,5,subprime,2,0.61,0.0,9.0,0
SME152924,micro,tech,employee,12.5,57.0,23900.0,7618.47,0.035,60.0,0.578,5,subprime,1,0.74,2.0,3.0,0
SME152925,medium,construction,business_owner,2.3,91.0,16800.0,3480.4,0.095,43.0,0.291,12,prime,1,0.85,1.0,5.0,0
SME152926,micro,retail,employee,9.3,15.0,1000.0,1852.48,0.016,18.0,0.558,3,near_prime,0,0.84,2.0,5.0,0
SME152927,micro,tech,employee,10.8,6.0,18000.0,235.27,-0.134,2.0,0.332,14,prime,0,0.95,3.0,7.0,0
SME152928,medium,retail,employee,12.5,2.0,25900.0,605.21,-0.008,3.0,0.357,8,near_prime,3,0.67,2.0,11.0,0
SME152929,micro,food_service,employee,5.2,59.0,17900.0,6903.43,0.014,57.0,0.62,4,super_prime,1,0.86,0.0,0.0,0
SME152930,small,food_service,employee,8.8,10.0,29100.0,2451.09,-0.167,13.0,0.262,14,super_prime,0,0.82,0.0,8.0,0
SME152931,micro,food_service,employee,15.8,12.0,21100.0,4920.73,-0.242,39.0,0.153,3,prime,0,0.75,3.0,9.0,0
SME152932,small,tech,employee,0.5,11.0,15600.0,7935.32,0.011,49.0,0.526,1,subprime,1,0.62,2.0,10.0,0
SME152933,micro,construction,business_owner,1.9,62.0,14000.0,6927.44,0.066,68.0,0.292,9,near_prime,4,0.75,1.0,9.0,0
SME152934,micro,retail,business_owner,9.4,84.0,3100.0,2678.39,-0.167,22.0,0.766,7,super_prime,0,0.67,2.0,12.0,1
SME152935,micro,retail,employee,1.3,12.0,22900.0,6115.15,0.209,33.0,0.153,5,prime,1,1.15,3.0,10.0,0
SME152936,medium,tech,business_owner,0.5,49.0,13000.0,7853.42,0.066,47.0,0.517,1,prime,0,0.68,2.0,9.0,0
SME152937,medium,healthcare,employee,2.9,6.0,15400.0,3251.85,-0.009,22.0,0.507,14,super_prime,1,0.84,0.0,5.0,0
SME152938,small,food_service,business_owner,0.6,34.0,31400.0,7702.67,0.321,53.0,0.101,6,near_prime,1,0.73,1.0,18.0,0
