customer_id,business_size,industry,cardholder_role,business_age_years,tenure_months,credit_limit,avg_monthly_spend,spend_trend_3mo,transaction_count_monthly,utilization_ratio,merchant_category_diversity,credit_score_band,late_payments_last_12mo,payment_ratio,support_calls_last_90d,login_frequency_monthly,churn_flag,received_offer,offer_type,retained_post_offer
SME158742,small,food_service,employee,0.5,9.0,13800.0,7156.4,-0.106,49.0,0.839,3,subprime,0,0.61,1.0,7.0,0,1,credit_increase,1
SME150101,small,professional_services,business_owner,1.3,1.0,1000.0,8201.9,0.121,44.0,0.273,14,super_prime,0,0.71,1.0,2.0,0,1,credit_increase,1
SME146146,small,construction,business_owner,8.8,40.0,23100.0,3995.7,-0.112,39.0,0.161,6,near_prime,2,0.64,1.0,8.0,1,0,none,1
SME141192,micro,healthcare,employee,11.8,46.0,35500.0,6341.89,0.103,43.0,0.308,11,near_prime,1,0.93,3.0,4.0,0,1,travel_credit,1
SME139207,micro,professional_services,business_owner,9.2,24.0,10400.0,1384.93,-0.308,10.0,0.27,5,prime,1,0.68,2.0,12.0,0,0,none,1
SME124618,micro,retail,employee,0.6,1.0,18300.0,10279.98,0.006,61.0,0.665,9,super_prime,0,0.68,0.0,7.0,0,1,waived_fee,1
SME185410,micro,food_service,business_owner,8.2,62.0,18800.0,2443.77,-0.085,18.0,0.265,7,prime,0,0.96,2.0,6.0,1,0,none,1
SME119957,micro,retail,business_owner,3.9,64.0,10500.0,738.19,0.15,4.0,0.287,4,subprime,3,0.67,4.0,1.0,1,0,none,1
SME164003,micro,healthcare,employee,8.5,34.0,17000.0,7501.33,0.151,43.0,0.812,1,super_prime,0,0.88,,4.0,0,1,credit_increase,1
SME108663,medium,professional_services,employee,13.6,7.0,13300.0,3566.65,-0.188,28.0,0.202,6,super_prime,0,1.13,1.0,3.0,0,1,credit_increase,0
SME131635,small,healthcare,business_owner,2.2,55.0,9600.0,3194.71,-0.192,20.0,0.146,2,super_prime,2,0.78,1.0,14.0,0,0,none,0
SME121198,small,construction,business_owner,5.2,20.0,4900.0,103.79,0.038,1.0,0.208,1,prime,1,0.85,2.0,7.0,0,0,none,1
SME179567,small,professional_services,business_owner,18.9,21.0,10000.0,1538.61,-0.051,9.0,0.443,1,super_prime,0,0.94,1.0,12.0,1,0,none,1
SME175541,small,construction,business_owner,4.7,25.0,29000.0,3665.23,-0.132,25.0,0.272,9,near_prime,0,0.7,3.0,3.0,0,0,none,1
SME177504,small,retail,employee,15.5,4.0,5400.0,6521.04,0.458,62.0,0.236,3,subprime,2,0.68,1.0,9.0,0,1,credit_increase,1
SME127125,micro,food_service,business_owner,7.3,1.0,27400.0,4670.08,0.041,26.0,0.644,13,super_prime,1,0.7,1.0,9.0,0,0,none,1
SME133215,small,healthcare,business_owner,10.4,3.0,12900.0,4139.03,0.002,23.0,0.552,11,prime,3,0.97,2.0,8.0,0,1,waived_fee,0
SME142399,small,healthcare,business_owner,8.9,9.0,17400.0,1328.39,0.152,7.0,0.315,12,super_prime,0,1.02,1.0,10.0,1,0,none,1
SME103115,small,tech,business_owner,2.4,24.0,28200.0,339.01,-0.069,3.0,0.334,5,super_prime,0,0.73,0.0,8.0,0,0,none,0
SME126989,micro,food_service,employee,6.8,19.0,2200.0,3299.82,-0.039,22.0,0.192,4,near_prime,3,0.77,1.0,8.0,0,0,none,1
SME184733,medium,construction,employee,0.5,53.0,17600.0,5777.51,-0.073,59.0,0.1,8,prime,1,0.83,2.0,9.0,1,1,waived_fee,1
SME127317,small,food_service,employee,8.0,1.0,19200.0,7692.68,-0.13,53.0,0.588,10,near_prime,1,0.44,3.0,16.0,0,1,credit_increase,1
SME198726,micro,food_service,business_owner,9.6,19.0,35500.0,6332.24,0.035,57.0,0.202,9,super_prime,1,0.7,2.0,11.0,0,1,waived_fee,1
SME125125,micro,construction,business_owner,7.7,18.0,7200.0,8503.25,-0.026,72.0,0.288,4,super_prime,0,0.69,2.0,12.0,0,1,waived_fee,0
SME120929,micro,retail,business_owner,2.0,1.0,2600.0,2886.9,-0.134,33.0,0.35,6,prime,1,0.49,2.0,9.0,1,0,none,1
SME113176,micro,professional_services,employee,27.6,4.0,10800.0,3108.56,-0.089,21.0,0.295,8,near_prime,4,1.01,2.0,14.0,0,1,credit_increase,1
SME117538,micro,tech,business_owner,2.9,4.0,4700.0,6117.23,-0.077,70.0,0.41,8,prime,1,0.78,2.0,13.0,0,0,none,1
SME179195,micro,retail,employee,8.1,17.0,21400.0,9412.06,0.003,49.0,0.531,4,subprime,2,0.48,1.0,9.0,0,0,none,0
SME174469,micro,food_service,employee,14.4,12.0,28500.0,3633.46,0.166,41.0,0.338,9,prime,1,0.65,2.0,11.0,0,1,credit_increase,1
SME122240,micro,food_service,employee,2.1,49.0,17600.0,6018.83,-0.079,49.0,0.393,11,subprime,1,0.28,2.0,,0,0,none,1
SME189968,micro,food_service,employee,2.9,8.0,24900.0,5626.77,-0.133,66.0,0.408,14,prime,1,0.67,5.0,3.0,0,0,none,1
SME101064,micro,retail,employee,2.0,40.0,6200.0,4027.57,-0.044,22.0,0.174,10,near_prime,4,0.35,4.0,16.0,0,0,none,1
SME189191,micro,healthcare,employee,0.5,15.0,14100.0,4955.85,0.054,35.0,0.302,7,super_prime,0,0.77,1.0,2.0,0,0,none,1
SME107339,medium,professional_services,business_owner,23.2,12.0,6800.0,9124.61,0.081,110.0,0.293,11,prime,1,0.32,3.0,17.0,1,1,waived_fee,1
SME106866,micro,retail,employee,1.6,1.0,20300.0,3148.69,-0.085,31.0,0.056,1,super_prime,0,0.76,2.0,0.0,1,0,none,1
SME135854,micro,tech,employee,2.9,30.0,19000.0,5132.85,-0.14,30.0,0.055,6,subprime,1,0.44,3.0,13.0,0,1,credit_increase,1
SME133092,micro,professional_services,business_owner,10.2,11.0,15300.0,8130.98,-0.096,52.0,0.231,1,prime,0,0.82,1.0,,0,1,waived_fee,1
SME121693,small,retail,business_owner,0.5,8.0,13200.0,5593.24,-0.017,48.0,0.81,12,prime,0,0.97,4.0,8.0,1,0,none,1
SME167500,micro,construction,business_owner,0.5,7.0,15300.0,5999.03,-0.314,58.0,0.419,10,near_prime,6,0.61,5.0,0.0,1,1,waived_fee,0
SME195191,micro,retail,business_owner,4.8,20.0,17600.0,82.59,-0.174,1.0,0.419,13,near_prime,2,0.52,2.0,9.0,0,0,none,0
SME163586,micro,healthcare,business_owner,4.4,26.0,28800.0,2879.22,-0.168,25.0,0.125,5,near_prime,1,0.7,1.0,5.0,1,0,none,0
SME182083,micro,healthcare,business_owner,7.0,53.0,19900.0,6851.6,-0.029,35.0,0.476,10,near_prime,2,0.86,2.0,10.0,0,1,credit_increase,1
SME155917,small,retail,employee,1.5,22.0,14000.0,6203.12,0.121,65.0,0.106,7,prime,1,0.64,1.0,9.0,0,0,none,1
SME114415,small,food_service,employee,3.9,32.0,13200.0,5294.25,-0.125,33.0,0.188,14,prime,0,0.67,2.0,1.0,1,0,none,1
SME147062,small,professional_services,business_owner,12.0,27.0,18300.0,5774.93,-0.033,53.0,0.207,13,near_prime,1,0.74,0.0,8.0,1,1,waived_fee,1
SME187789,medium,professional_services,employee,2.2,19.0,12400.0,5302.35,-0.014,38.0,0.211,3,prime,1,0.84,1.0,14.0,0,0,none,1
SME178500,micro,professional_services,employee,0.9,5.0,9600.0,489.62,-0.287,3.0,0.499,13,prime,0,0.85,2.0,11.0,1,1,waived_fee,1
SME141060,small,retail,employee,7.9,11.0,22900.0,8105.04,-0.206,44.0,0.377,13,prime,0,0.74,0.0,12.0,0,0,none,0
SME154231,micro,retail,employee,0.5,31.0,22000.0,2292.92,0.014,16.0,0.648,5,near_prime,1,0.83,3.0,10.0,0,1,credit_increase,1
SME152559,small,tech,employee,1.4,2.0,29700.0,2218.58,-0.215,15.0,0.269,6,subprime,0,0.53,2.0,15.0,0,0,none,1
SME108870,micro,healthcare,employee,2.9,3.0,22300.0,3965.13,-0.168,31.0,0.382,14,prime,3,0.76,5.0,11.0,0,0,none,1
SME101020,small,food_service,employee,0.5,72.0,26100.0,112.79,0.128,1.0,0.226,11,super_prime,0,0.97,0.0,0.0,0,0,none,1
SME110486,micro,professional_services,business_owner,1.9,9.0,9400.0,3697.59,0.024,24.0,0.466,5,near_prime,1,0.58,0.0,2.0,0,0,none,1
SME167613,micro,professional_services,business_owner,13.4,23.0,21700.0,3200.1,0.039,21.0,0.483,8,subprime,4,0.57,1.0,14.0,0,0,none,1
SME187185,medium,professional_services,employee,2.1,33.0,15300.0,4548.13,-0.018,38.0,0.31,5,prime,1,0.82,3.0,8.0,0,0,none,1
SME165045,micro,food_service,business_owner,3.8,13.0,13800.0,1918.74,-0.033,16.0,0.721,5,subprime,3,0.52,3.0,5.0,0,1,credit_increase,1
SME109850,micro,retail,business_owner,10.4,3.0,24000.0,5221.58,0.028,48.0,0.127,13,super_prime,0,0.84,,9.0,0,1,credit_increase,1
SME147777,micro,tech,business_owner,6.9,3.0,12300.0,99.88,-0.001,1.0,0.073,2,super_prime,0,0.86,0.0,8.0,1,0,none,1
SME168240,micro,food_service,business_owner,15.6,5.0,25000.0,2363.3,-0.122,25.0,0.539,12,near_prime,1,0.32,1.0,8.0,1,0,none,0
SME102968,small,food_service,employee,8.5,6.0,8900.0,92.24,-0.078,1.0,0.523,5,super_prime,0,0.92,0.0,11.0,0,0,none,0
SME123032,micro,professional_services,business_owner,13.1,5.0,9200.0,7901.39,0.015,43.0,0.23,7,super_prime,1,0.81,0.0,12.0,0,0,none,1
SME120936,micro,retail,business_owner,16.2,2.0,11200.0,2583.19,-0.075,15.0,0.254,6,near_prime,6,0.64,3.0,13.0,0,1,credit_increase,1
SME156156,micro,construction,employee,0.5,17.0,32600.0,5809.17,0.073,40.0,0.4,8,super_prime,0,1.03,1.0,5.0,0,0,none,1
SME134176,micro,construction,employee,0.5,28.0,20600.0,3562.3,0.053,26.0,0.475,2,prime,1,0.62,1.0,7.0,0,0,none,0
SME126124,small,food_service,business_owner,10.8,1.0,14200.0,94.84,-0.052,1.0,0.539,1,super_prime,0,0.94,1.0,14.0,1,0,none,1
SME170839,small,construction,business_owner,16.5,58.0,13100.0,83605.15,0.168,1024.0,0.627,1,prime,0,0.63,4.0,0.0,0,0,none,1
SME102344,small,tech,employee,3.5,33.0,9000.0,1294.23,-0.091,8.0,0.256,5,prime,0,0.71,3.0,0.0,0,1,waived_fee,1
SME189773,small,tech,employee,0.5,43.0,12100.0,2316.68,-0.271,24.0,0.213,4,near_prime,1,0.69,2.0,1.0,0,0,none,1
SME117982,medium,tech,employee,4.9,1.0,7300.0,5970.61,0.065,34.0,0.115,14,prime,0,0.79,2.0,13.0,0,0,none,1
SME149912,medium,food_service,business_owner,0.8,15.0,27400.0,5749.08,0.005,35.0,0.174,8,prime,0,0.77,1.0,17.0,0,1,waived_fee,0
SME165533,micro,tech,business_owner,13.8,16.0,36700.0,5889.66,-0.272,47.0,0.377,3,super_prime,0,0.77,0.0,7.0,0,0,none,1
SME148120,micro,healthcare,business_owner,0.5,14.0,13800.0,6536.94,-0.16,36.0,0.067,2,prime,3,0.8,2.0,3.0,1,1,credit_increase,1
SME190319,micro,food_service,business_owner,3.5,34.0,16100.0,4053.27,-0.009,41.0,0.535,4,super_prime,0,0.79,1.0,9.0,1,0,none,1
SME181406,micro,tech,business_owner,0.7,41.0,16200.0,6819.17,-0.02,38.0,0.21,13,subprime,6,0.31,1.0,3.0,0,1,credit_increase,0
SME100685,micro,professional_services,business_owner,7.2,1.0,5600.0,3478.9,-0.211,19.0,0.405,14,super_prime,0,0.98,1.0,8.0,1,0,none,1
SME199912,small,retail,employee,10.9,1.0,4600.0,94.86,-0.051,1.0,0.606,4,subprime,2,0.59,3.0,3.0,0,1,waived_fee,0
SME161531,medium,construction,business_owner,1.9,36.0,22400.0,6947.3,-0.074,54.0,0.158,14,prime,1,0.71,0.0,7.0,0,1,credit_increase,1
SME143386,micro,retail,employee,2.8,9.0,4100.0,5557.6,-0.243,38.0,0.412,5,super_prime,1,0.91,3.0,8.0,0,0,none,1
SME195736,medium,food_service,business_owner,1.6,8.0,1000.0,4759.27,-0.147,41.0,0.46,13,subprime,4,0.59,1.0,13.0,1,0,none,1
SME153381,small,professional_services,employee,10.0,12.0,19600.0,5953.23,0.219,30.0,0.184,8,prime,0,0.63,2.0,10.0,0,1,waived_fee,1
SME100023,small,construction,business_owner,2.5,6.0,23300.0,11840.78,0.167,61.0,0.07,1,prime,2,0.75,0.0,8.0,0,0,none,1
SME167436,medium,food_service,business_owner,11.5,47.0,16900.0,4869.16,-0.112,44.0,0.053,3,prime,0,0.74,1.0,13.0,0,1,waived_fee,1
SME137881,micro,retail,business_owner,8.8,5.0,10100.0,97.91,-0.021,1.0,0.352,13,super_prime,0,0.41,0.0,0.0,1,1,credit_increase,1
SME189053,micro,healthcare,employee,2.1,58.0,16100.0,2489.78,-0.294,14.0,0.251,5,subprime,3,0.6,5.0,,0,0,none,1
SME147127,micro,food_service,business_owner,3.9,15.0,16800.0,2324.12,0.13,15.0,0.342,7,super_prime,0,0.87,2.0,14.0,1,1,waived_fee,1
SME180514,micro,construction,business_owner,1.2,8.0,9700.0,5945.4,-0.006,38.0,0.146,10,prime,1,0.87,1.0,6.0,0,0,none,1
SME157755,micro,professional_services,employee,4.9,6.0,5400.0,1149.71,-0.04,9.0,0.058,9,prime,1,0.59,1.0,13.0,1,1,credit_increase,1
SME180512,small,retail,employee,2.8,2.0,25400.0,2472.29,0.082,16.0,0.329,3,subprime,4,0.6,1.0,13.0,0,1,credit_increase,1
SME192606,small,healthcare,business_owner,39.9,3.0,5000.0,10900.33,0.028,98.0,0.278,14,subprime,1,0.76,3.0,10.0,1,0,none,1
SME119513,small,retail,business_owner,4.9,14.0,8900.0,6026.76,0.128,43.0,0.133,8,prime,0,0.77,1.0,0.0,0,0,none,1
SME184614,micro,retail,employee,3.7,11.0,18300.0,4851.51,-0.005,41.0,0.467,10,subprime,3,0.61,1.0,7.0,0,0,none,1
SME165365,micro,retail,employee,19.9,33.0,37100.0,8507.89,-0.009,90.0,0.518,10,prime,0,0.85,0.0,0.0,0,1,travel_credit,1
SME167605,micro,professional_services,employee,6.4,27.0,22200.0,2860.41,0.002,26.0,0.309,9,prime,1,0.76,0.0,7.0,0,0,none,1
SME119633,micro,food_service,business_owner,3.6,10.0,14500.0,4572.11,0.17,50.0,0.098,10,super_prime,0,0.96,1.0,8.0,0,0,none,1
SME193554,small,retail,employee,1.1,2.0,13800.0,2333.04,0.151,17.0,0.268,3,prime,0,0.46,4.0,6.0,0,0,none,0
SME160622,small,food_service,employee,3.0,44.0,22800.0,1316.8,0.204,7.0,0.389,6,super_prime,0,0.97,1.0,8.0,0,1,travel_credit,1
SME198721,micro,food_service,employee,5.1,10.0,18100.0,2021.64,0.022,23.0,0.469,8,near_prime,1,0.77,3.0,6.0,0,0,none,1
SME172072,micro,tech,business_owner,7.6,3.0,13800.0,3940.32,0.019,28.0,0.394,3,super_prime,0,0.91,1.0,7.0,1,1,waived_fee,1
SME143041,micro,food_service,employee,2.4,44.0,14200.0,4706.36,-0.063,40.0,0.485,2,near_prime,0,0.57,2.0,0.0,1,0,none,1
SME112659,micro,food_service,business_owner,11.1,21.0,14700.0,3951.15,0.062,21.0,0.433,3,super_prime,0,0.62,1.0,1.0,0,0,none,0
SME133307,small,professional_services,business_owner,3.9,1.0,11200.0,5809.47,-0.164,69.0,0.373,2,subprime,5,0.55,3.0,4.0,0,0,none,1
SME159579,micro,retail,business_owner,4.1,5.0,1000.0,5286.98,-0.143,50.0,0.28,12,near_prime,0,0.76,1.0,10.0,1,1,credit_increase,0
SME153573,micro,food_service,business_owner,0.5,1.0,13400.0,9693.43,0.109,57.0,0.637,6,near_prime,0,0.75,2.0,,0,0,none,1
SME138106,micro,professional_services,employee,1.3,34.0,17500.0,5731.29,-0.13,36.0,0.28,1,super_prime,0,0.93,0.0,13.0,0,1,credit_increase,1
SME181547,small,retail,business_owner,12.7,3.0,10100.0,6982.93,0.033,53.0,0.759,11,near_prime,1,0.72,2.0,5.0,0,1,credit_increase,0
SME162437,micro,healthcare,business_owner,0.5,54.0,12200.0,666.93,-0.063,4.0,0.788,13,super_prime,0,0.99,0.0,14.0,0,0,none,1
SME141553,medium,food_service,business_owner,1.2,7.0,8800.0,6277.22,0.013,61.0,0.323,4,prime,1,0.86,4.0,6.0,0,0,none,1
SME181141,small,construction,business_owner,3.5,8.0,14700.0,4669.81,0.047,33.0,0.046,12,super_prime,0,1.09,0.0,15.0,0,0,none,0
SME198063,micro,retail,business_owner,3.2,16.0,12300.0,7163.62,0.104,57.0,0.723,7,super_prime,0,0.95,3.0,0.0,0,1,credit_increase,1
SME108967,micro,food_service,business_owner,4.6,19.0,9600.0,8136.07,0.081,61.0,0.177,7,prime,3,0.72,0.0,5.0,1,1,credit_increase,1
SME151936,micro,healthcare,business_owner,5.1,1.0,24800.0,7475.23,0.141,77.0,0.647,8,near_prime,0,0.86,1.0,9.0,0,1,travel_credit,0
SME186086,small,professional_services,employee,3.4,15.0,24300.0,9148.16,0.084,53.0,0.342,12,prime,0,0.79,1.0,13.0,0,0,none,1
SME158509,micro,retail,business_owner,11.3,8.0,18600.0,8148.4,0.007,96.0,0.581,14,prime,3,0.61,4.0,10.0,0,0,none,1
SME185666,small,construction,business_owner,6.5,11.0,20800.0,3850.15,0.119,22.0,0.569,14,super_prime,0,0.95,1.0,8.0,0,0,none,1
SME144825,micro,retail,business_owner,8.0,37.0,1000.0,2046.5,-0.107,22.0,0.354,8,subprime,5,0.63,0.0,4.0,0,0,none,1
SME160078,micro,professional_services,employee,0.5,12.0,13600.0,3189.89,0.019,24.0,0.124,3,prime,0,0.64,2.0,11.0,0,0,none,1
SME126495,small,food_service,employee,18.6,76.0,4700.0,2566.67,-0.101,13.0,0.412,9,prime,2,0.67,2.0,9.0,1,1,credit_increase,1
SME169943,micro,construction,business_owner,1.9,19.0,6200.0,3639.17,0.01,26.0,0.629,2,near_prime,3,0.56,5.0,0.0,0,0,none,1
SME130341,small,professional_services,business_owner,9.1,1.0,13900.0,87.55,-0.124,1.0,0.312,14,prime,1,0.48,2.0,13.0,1,1,waived_fee,0
SME196962,small,retail,business_owner,21.1,17.0,16400.0,7335.67,0.098,62.0,0.239,14,near_prime,0,1.02,3.0,9.0,0,0,none,1
SME182996,small,healthcare,business_owner,0.8,32.0,10100.0,1262.24,-0.129,7.0,0.473,2,near_prime,1,0.64,4.0,12.0,1,0,none,1
SME110568,micro,professional_services,employee,21.8,7.0,27400.0,5267.53,-0.073,52.0,0.467,9,near_prime,3,0.75,3.0,9.0,0,1,waived_fee,1
SME180114,micro,professional_services,business_owner,0.7,63.0,17300.0,95.24,-0.048,1.0,0.228,13,subprime,4,0.45,3.0,9.0,1,1,credit_increase,1
SME110799,small,tech,business_owner,3.4,20.0,10900.0,4167.59,-0.081,32.0,0.3,12,prime,0,0.43,1.0,6.0,0,1,waived_fee,1
SME184219,micro,construction,employee,2.8,24.0,8700.0,6474.11,0.041,66.0,0.586,3,near_prime,0,0.41,3.0,7.0,0,0,none,1
SME151737,micro,food_service,employee,5.3,11.0,14800.0,287.89,-0.108,4.0,0.56,9,prime,0,0.96,5.0,,0,1,travel_credit,1
SME146544,medium,professional_services,employee,2.1,4.0,22300.0,6495.12,0.048,54.0,0.359,8,super_prime,0,0.65,0.0,7.0,0,1,waived_fee,1
SME144859,micro,healthcare,business_owner,12.6,38.0,12600.0,3989.61,0.034,39.0,0.426,14,near_prime,1,0.49,1.0,14.0,0,0,none,1
SME137496,micro,tech,employee,3.4,48.0,2700.0,8919.61,-0.147,103.0,0.383,5,near_prime,0,0.65,3.0,9.0,0,0,none,1
SME144149,micro,food_service,employee,1.1,17.0,2800.0,4395.01,-0.05,47.0,0.164,3,near_prime,2,0.86,1.0,0.0,1,0,none,1
SME151462,small,retail,business_owner,3.0,123.0,27600.0,6785.49,0.05,42.0,0.24,11,super_prime,0,0.78,0.0,3.0,0,0,none,1
SME192738,small,professional_services,business_owner,1.9,12.0,25200.0,4366.22,-0.299,23.0,0.337,8,super_prime,1,1.04,0.0,10.0,0,1,waived_fee,1
SME181009,micro,retail,business_owner,0.5,24.0,1000.0,6406.39,-0.052,41.0,0.534,8,prime,0,0.54,4.0,8.0,0,1,credit_increase,1
SME141650,micro,professional_services,business_owner,6.7,1.0,14900.0,6833.32,-0.083,53.0,0.071,7,prime,2,0.72,0.0,0.0,0,0,none,1
SME168423,micro,food_service,employee,0.5,15.0,4200.0,993.06,-0.142,6.0,0.421,3,super_prime,0,1.02,0.0,7.0,0,1,credit_increase,1
SME113230,micro,professional_services,business_owner,3.4,6.0,15400.0,8049.4,-0.097,63.0,0.458,12,super_prime,1,0.56,0.0,10.0,0,1,credit_increase,1
SME132942,micro,tech,business_owner,0.9,38.0,21700.0,4867.68,-0.131,57.0,0.154,4,super_prime,0,0.87,0.0,12.0,0,0,none,1
SME112252,small,construction,employee,3.4,1.0,35700.0,3238.68,0.148,26.0,0.244,7,prime,3,0.68,1.0,6.0,0,0,none,1
SME123635,small,retail,business_owner,3.6,39.0,1900.0,6565.56,-0.16,56.0,0.348,8,super_prime,1,1.1,1.0,0.0,0,0,none,1
SME198483,micro,construction,employee,1.6,9.0,27000.0,5451.57,0.143,37.0,0.618,10,near_prime,1,0.59,1.0,3.0,0,0,none,0
SME104564,micro,food_service,employee,0.8,6.0,7900.0,4337.67,-0.046,28.0,0.265,12,near_prime,1,0.49,3.0,3.0,1,1,credit_increase,1
SME133059,medium,professional_services,business_owner,13.9,5.0,14800.0,7108.0,0.107,69.0,0.205,13,prime,1,0.7,1.0,10.0,0,1,credit_increase,1
SME187762,medium,food_service,employee,3.9,1.0,3300.0,8325.23,0.11,72.0,0.266,12,super_prime,0,0.74,2.0,13.0,1,1,waived_fee,1
SME186000,medium,food_service,employee,27.8,38.0,10700.0,6347.05,-0.066,33.0,0.539,13,prime,0,0.76,2.0,12.0,1,0,none,0
SME101485,micro,retail,employee,0.9,56.0,13500.0,3231.56,-0.095,35.0,0.587,1,subprime,6,0.64,1.0,3.0,1,0,none,0
SME167731,micro,food_service,business_owner,0.8,33.0,12100.0,3274.94,0.123,20.0,0.257,9,super_prime,0,0.69,1.0,14.0,0,0,none,1
SME175567,small,professional_services,employee,0.5,2.0,24800.0,9587.98,0.222,106.0,0.58,11,prime,0,0.52,2.0,11.0,0,1,credit_increase,1
SME148899,small,tech,business_owner,5.6,13.0,1000.0,7491.68,-0.044,73.0,0.265,6,prime,0,0.94,1.0,9.0,1,1,waived_fee,1
SME117466,micro,professional_services,business_owner,5.2,45.0,21500.0,1776.25,0.068,9.0,0.389,3,near_prime,2,0.78,3.0,3.0,0,1,waived_fee,1
SME166672,micro,retail,business_owner,7.8,12.0,11600.0,3945.78,-0.045,30.0,0.556,4,near_prime,1,0.82,2.0,13.0,1,1,credit_increase,1
SME105003,micro,construction,business_owner,1.3,21.0,11100.0,7587.13,0.195,69.0,0.507,10,super_prime,3,1.01,1.0,8.0,1,1,waived_fee,1
SME188820,micro,food_service,employee,3.2,16.0,1000.0,5607.76,-0.168,40.0,0.087,4,near_prime,2,0.67,2.0,7.0,1,1,credit_increase,1
SME195139,medium,retail,employee,5.5,67.0,18900.0,5998.79,0.065,59.0,0.246,11,near_prime,1,0.81,4.0,15.0,0,0,none,1
SME166157,micro,food_service,employee,5.8,19.0,1000.0,3356.75,0.023,26.0,0.415,7,prime,0,1.2,0.0,7.0,0,1,credit_increase,1
SME176461,micro,retail,business_owner,1.9,27.0,18300.0,2760.69,-0.123,34.0,0.087,14,super_prime,0,1.0,1.0,12.0,1,0,none,1
SME121584,micro,tech,business_owner,3.2,16.0,14100.0,3109.9,-0.073,20.0,0.09,14,super_prime,0,0.6,1.0,8.0,0,1,waived_fee,1
SME176790,micro,healthcare,employee,1.8,13.0,27800.0,6877.29,0.073,39.0,0.118,1,super_prime,0,0.62,1.0,18.0,0,1,waived_fee,1
SME113435,micro,tech,business_owner,0.6,19.0,8800.0,4240.93,0.005,22.0,0.5,12,near_prime,0,0.89,1.0,7.0,0,1,credit_increase,1
SME125141,micro,professional_services,business_owner,2.4,2.0,6400.0,6289.25,-0.125,51.0,0.584,7,super_prime,1,0.95,2.0,4.0,1,1,waived_fee,0
SME176090,small,retail,employee,5.6,17.0,12300.0,6617.27,0.094,44.0,0.682,4,super_prime,0,0.98,1.0,3.0,0,0,none,1
SME111131,micro,construction,business_owner,20.0,17.0,22600.0,3184.64,0.165,31.0,0.246,13,super_prime,1,0.87,1.0,11.0,0,1,credit_increase,1
SME167639,medium,retail,employee,3.9,11.0,12700.0,2308.23,0.058,15.0,0.251,8,near_prime,4,0.67,2.0,16.0,0,1,waived_fee,1
SME180069,micro,professional_services,business_owner,13.2,2.0,14100.0,8342.03,-0.02,66.0,0.689,10,super_prime,0,0.53,,19.0,1,1,waived_fee,1
SME164369,small,construction,business_owner,2.2,1.0,29900.0,191.46,0.01,1.0,0.295,6,super_prime,0,0.81,0.0,10.0,0,1,credit_increase,1
SME136095,micro,healthcare,employee,7.6,5.0,26900.0,1214.78,-0.157,7.0,0.246,1,near_prime,4,0.68,3.0,0.0,0,0,none,1
SME134066,micro,professional_services,business_owner,4.9,27.0,8700.0,5833.88,-0.13,30.0,0.366,5,subprime,2,0.76,2.0,5.0,0,1,travel_credit,1
SME169906,micro,tech,business_owner,0.7,57.0,12000.0,3255.58,-0.138,23.0,0.718,10,near_prime,2,0.66,0.0,11.0,0,0,none,1
SME125308,small,retail,business_owner,2.4,3.0,16400.0,1372.09,-0.313,8.0,0.197,11,prime,2,0.75,2.0,18.0,0,0,none,1
SME123499,small,professional_services,business_owner,4.8,3.0,15100.0,445.23,-0.068,3.0,0.291,7,prime,0,0.66,1.0,3.0,0,1,waived_fee,1
SME186828,micro,professional_services,business_owner,1.6,4.0,19200.0,2469.47,-0.019,18.0,0.192,13,near_prime,2,0.61,3.0,7.0,1,1,waived_fee,1
SME158778,micro,professional_services,business_owner,2.1,69.0,1100.0,11606.39,0.169,101.0,0.295,7,near_prime,2,0.93,0.0,3.0,0,1,credit_increase,0
SME196062,micro,healthcare,business_owner,11.7,7.0,16100.0,4002.93,-0.056,23.0,0.269,14,super_prime,1,0.85,1.0,6.0,0,1,waived_fee,1
SME104492,medium,tech,employee,10.8,14.0,13100.0,104.12,0.041,1.0,0.426,4,subprime,2,0.41,1.0,6.0,0,1,waived_fee,1
SME147503,micro,food_service,employee,18.6,12.0,22400.0,4313.8,-0.038,23.0,0.638,2,near_prime,3,0.97,0.0,0.0,0,0,none,1
SME190351,small,retail,employee,2.4,4.0,4500.0,5118.17,-0.192,57.0,0.088,14,subprime,4,0.54,0.0,8.0,1,0,none,1
SME147816,micro,healthcare,business_owner,0.5,49.0,4100.0,104.2,0.042,1.0,0.275,7,prime,1,1.02,3.0,7.0,0,0,none,1
SME122798,micro,healthcare,employee,4.1,3.0,14300.0,4798.78,-0.164,31.0,0.114,14,near_prime,2,0.69,3.0,2.0,0,0,none,0
SME146651,micro,food_service,employee,11.5,27.0,23700.0,2769.02,0.081,16.0,0.412,7,near_prime,1,0.88,0.0,9.0,0,0,none,1
SME145958,micro,healthcare,business_owner,21.3,4.0,25100.0,4644.0,-0.269,30.0,0.322,4,prime,1,0.73,2.0,11.0,1,1,credit_increase,1
SME182967,micro,professional_services,business_owner,6.1,9.0,7100.0,8395.36,0.313,48.0,0.13,13,prime,0,0.66,1.0,6.0,0,1,travel_credit,0
SME110080,micro,professional_services,business_owner,1.1,10.0,23000.0,3128.08,-0.125,16.0,0.409,4,prime,1,0.85,,8.0,0,0,none,0
