customer_id,business_size,industry,cardholder_role,business_age_years,tenure_months,credit_limit,avg_monthly_spend,spend_trend_3mo,transaction_count_monthly,utilization_ratio,merchant_category_diversity,credit_score_band,late_payments_last_12mo,payment_ratio,support_calls_last_90d,login_frequency_monthly,churn_flag,avg_monthly_spend_capped,risk_segment,risk_segment_label
SME133746,medium,professional_services,business_owner,0.5,2.0,24800.0,3113.28,-0.071,28.0,0.123,3,subprime,2,0.7,4.0,8.0,1,3113.28,3,low_engagement_new
SME133747,micro,food_service,business_owner,6.4,2.0,18300.0,5049.75,0.023,54.0,0.263,5,subprime,2,0.57,5.0,10.0,0,5049.75,3,low_engagement_new
SME133748,small,tech,business_owner,1.5,15.0,12400.0,8592.46,0.242,50.0,0.012,7,super_prime,2,0.97,4.0,16.0,1,8592.46,2,high_value_newer
SME133749,small,construction,employee,5.9,38.0,1000.0,6882.79,0.008,77.0,0.173,12,super_prime,0,0.91,1.0,13.0,0,6882.79,2,high_value_newer
SME133750,small,professional_services,business_owner,16.8,21.0,1000.0,10525.82,-0.013,58.0,0.623,3,near_prime,4,0.66,0.0,4.0,0,10525.82,2,high_value_newer
SME133751,micro,food_service,business_owner,3.6,52.0,16700.0,5830.61,-0.019,44.0,0.289,12,prime,0,0.85,1.0,0.0,0,5830.61,0,loyal_established
SME133752,small,professional_services,employee,40.0,24.0,26900.0,2753.94,0.094,16.0,0.766,7,prime,0,0.63,0.0,2.0,0,2753.94,1,at_risk_stressed
SME133753,medium,retail,business_owner,8.5,8.0,15200.0,4470.09,0.239,23.0,0.335,8,subprime,1,0.37,2.0,7.0,0,4470.09,3,low_engagement_new
SME133754,small,healthcare,employee,4.9,11.0,17800.0,5046.24,0.142,28.0,0.355,7,near_prime,1,1.08,2.0,3.0,0,5046.24,3,low_engagement_new
SME133755,small,professional_services,business_owner,7.2,2.0,24100.0,379.62,0.01,2.0,0.203,8,subprime,4,0.61,1.0,0.0,0,379.62,3,low_engagement_new
SME133756,small,food_service,employee,3.5,3.0,13800.0,3559.13,0.033,20.0,0.134,3,near_prime,2,0.8,2.0,13.0,0,3559.13,3,low_engagement_new
SME133757,small,retail,employee,1.9,37.0,27900.0,5867.78,-0.197,34.0,0.554,9,near_prime,1,0.76,0.0,15.0,0,5867.78,1,at_risk_stressed
SME133758,micro,healthcare,employee,10.6,56.0,17800.0,4680.14,0.01,29.0,0.118,5,prime,1,0.65,1.0,14.0,0,4680.14,0,loyal_established
SME133759,medium,construction,employee,7.7,12.0,1000.0,1432.68,0.137,15.0,0.566,11,prime,0,0.85,1.0,6.0,0,1432.68,1,at_risk_stressed
SME133760,micro,construction,employee,7.3,7.0,23700.0,6202.71,0.097,34.0,0.156,10,super_prime,0,0.89,0.0,8.0,0,6202.71,3,low_engagement_new
SME133761,small,construction,employee,9.5,81.0,17800.0,5862.87,0.03,51.0,0.363,9,prime,0,1.03,1.0,8.0,0,5862.87,0,loyal_established
SME133762,micro,retail,employee,10.4,3.0,22400.0,647.61,-0.082,8.0,0.401,8,super_prime,0,0.89,0.0,5.0,0,647.61,1,at_risk_stressed
SME133763,small,food_service,employee,12.8,8.0,15100.0,3214.72,-0.177,23.0,0.386,10,near_prime,2,0.6,1.0,6.0,0,3214.72,1,at_risk_stressed
SME133764,small,professional_services,employee,7.5,16.0,13700.0,4232.73,0.053,32.0,0.248,1,near_prime,1,0.78,2.0,8.0,0,4232.73,3,low_engagement_new
SME133765,small,professional_services,employee,18.6,11.0,1900.0,2409.5,-0.058,27.0,0.212,2,prime,0,0.83,2.0,0.0,1,2409.5,3,low_engagement_new
SME133766,micro,healthcare,business_owner,0.5,12.0,24600.0,3533.46,0.03,22.0,0.203,2,near_prime,1,0.79,1.0,10.0,0,3533.46,3,low_engagement_new
SME133767,small,food_service,business_owner,0.7,9.0,21800.0,2530.68,-0.215,25.0,0.22,13,super_prime,1,0.88,0.0,18.0,0,2530.68,3,low_engagement_new
SME133768,micro,tech,business_owner,31.7,2.0,13400.0,1689.16,-0.206,11.0,0.167,1,near_prime,3,0.68,1.0,8.0,1,1689.16,3,low_engagement_new
SME133769,micro,food_service,employee,0.6,1.0,14200.0,3669.91,-0.186,20.0,0.131,7,super_prime,0,0.95,2.0,11.0,0,3669.91,3,low_engagement_new
SME133770,micro,tech,business_owner,20.3,5.0,9100.0,100.93,0.009,1.0,0.389,11,subprime,3,0.46,1.0,0.0,0,100.93,3,low_engagement_new
SME133771,medium,tech,employee,1.0,8.0,20100.0,1089.28,0.091,7.0,0.28,10,prime,1,0.89,3.0,18.0,0,1089.28,3,low_engagement_new
SME133772,medium,retail,business_owner,2.2,1.0,8200.0,4321.12,0.213,22.0,0.39,5,subprime,2,0.65,1.0,14.0,0,4321.12,1,at_risk_stressed
SME133773,small,professional_services,employee,2.8,108.0,12000.0,8493.97,0.011,63.0,0.232,5,prime,0,1.07,0.0,14.0,0,8493.97,0,loyal_established
SME133774,small,professional_services,employee,4.7,3.0,10900.0,2888.4,-0.057,16.0,0.248,12,prime,0,0.67,0.0,7.0,0,2888.4,3,low_engagement_new
SME133775,micro,food_service,employee,3.2,2.0,14500.0,3196.19,-0.01,38.0,0.41,14,prime,1,0.69,2.0,7.0,0,3196.19,1,at_risk_stressed
SME133776,micro,food_service,employee,9.7,20.0,10000.0,89.01,-0.11,1.0,0.134,4,super_prime,0,0.37,1.0,9.0,0,89.01,3,low_engagement_new
SME133777,small,healthcare,employee,19.0,48.0,24000.0,3176.88,-0.158,38.0,0.279,9,near_prime,1,0.42,2.0,9.0,0,3176.88,0,loyal_established
SME133778,small,construction,employee,1.6,18.0,10000.0,6867.2,0.035,40.0,0.427,4,prime,0,0.75,1.0,20.0,0,6867.2,1,at_risk_stressed
SME133779,small,professional_services,business_owner,0.7,37.0,16100.0,3953.71,0.007,30.0,0.336,5,prime,0,0.93,0.0,12.0,0,3953.71,3,low_engagement_new
SME133780,micro,professional_services,business_owner,9.7,27.0,12100.0,6782.12,0.056,41.0,0.572,13,near_prime,1,0.61,0.0,8.0,0,6782.12,1,at_risk_stressed
SME133781,micro,food_service,employee,4.0,23.0,17800.0,852.09,0.009,6.0,0.066,10,near_prime,0,1.06,0.0,1.0,0,852.09,3,low_engagement_new
SME133782,micro,healthcare,business_owner,0.5,26.0,16400.0,3817.95,0.188,24.0,0.44,11,super_prime,0,0.79,0.0,4.0,0,3817.95,1,at_risk_stressed
SME133783,small,retail,employee,0.5,45.0,16700.0,3885.91,0.011,35.0,0.149,1,super_prime,1,0.76,0.0,9.0,0,3885.91,3,low_engagement_new
SME133784,micro,retail,employee,0.9,30.0,33000.0,7415.37,-0.016,82.0,0.509,7,near_prime,0,0.44,4.0,16.0,1,7415.37,2,high_value_newer
SME133785,micro,retail,employee,4.0,41.0,21300.0,4923.41,-0.091,31.0,0.206,14,super_prime,1,0.79,1.0,7.0,0,4923.41,3,low_engagement_new
SME133786,small,food_service,business_owner,2.3,2.0,1400.0,8074.68,0.181,54.0,0.228,8,super_prime,1,0.94,0.0,11.0,0,8074.68,2,high_value_newer
SME133787,micro,retail,employee,5.8,1.0,2800.0,3191.56,-0.161,24.0,0.221,14,prime,1,1.03,1.0,11.0,1,3191.56,3,low_engagement_new
SME133788,micro,food_service,employee,4.7,7.0,12600.0,2423.37,-0.217,22.0,0.277,14,subprime,2,0.39,2.0,6.0,0,2423.37,3,low_engagement_new
SME133789,small,professional_services,employee,7.4,38.0,38100.0,7867.8,-0.063,54.0,0.088,9,prime,0,0.69,0.0,10.0,0,7867.8,2,high_value_newer
SME133790,micro,retail,business_owner,4.8,22.0,20300.0,5090.85,0.209,27.0,0.336,12,near_prime,1,0.76,2.0,7.0,0,5090.85,3,low_engagement_new
SME133791,small,construction,employee,4.1,27.0,1000.0,6015.86,-0.1,33.0,0.362,9,prime,2,0.75,0.0,0.0,0,6015.86,3,low_engagement_new
SME133792,medium,retail,employee,0.5,5.0,20300.0,2508.66,0.189,16.0,0.526,14,super_prime,0,1.05,1.0,6.0,0,2508.66,1,at_risk_stressed
SME133793,micro,professional_services,employee,7.3,5.0,26500.0,4928.11,-0.174,56.0,0.309,2,subprime,3,0.6,1.0,8.0,0,4928.11,3,low_engagement_new
SME133794,micro,tech,business_owner,5.5,39.0,13700.0,12669.81,0.214,132.0,0.042,1,subprime,4,0.66,4.0,16.0,0,12669.81,2,high_value_newer
SME133795,small,healthcare,business_owner,0.5,17.0,5200.0,4333.22,-0.017,36.0,0.718,6,prime,3,0.79,0.0,12.0,0,4333.22,1,at_risk_stressed
SME133796,small,retail,employee,2.0,2.0,8700.0,2491.77,-0.135,27.0,0.103,2,near_prime,1,0.59,2.0,4.0,0,2491.77,3,low_engagement_new
SME133797,medium,construction,employee,9.0,46.0,15100.0,9837.0,0.12,115.0,0.038,11,near_prime,0,0.57,4.0,3.0,0,9837.0,2,high_value_newer
SME133798,micro,professional_services,business_owner,2.7,1.0,18000.0,6633.37,-0.064,48.0,0.589,11,super_prime,0,0.72,2.0,13.0,1,6633.37,1,at_risk_stressed
SME133799,small,food_service,employee,2.7,36.0,4000.0,121.68,0.217,1.0,0.243,3,near_prime,5,1.0,1.0,15.0,0,121.68,3,low_engagement_new
SME133800,micro,construction,employee,8.4,25.0,20100.0,5547.55,0.125,47.0,0.503,1,prime,2,0.47,3.0,0.0,0,5547.55,1,at_risk_stressed
SME133801,micro,tech,business_owner,0.5,5.0,14000.0,1165.29,-0.14,7.0,0.089,10,subprime,2,0.49,2.0,10.0,0,1165.29,3,low_engagement_new
SME133802,micro,healthcare,business_owner,0.5,52.0,10500.0,1108.98,0.153,9.0,0.221,7,prime,1,0.61,2.0,10.0,1,1108.98,0,loyal_established
SME133803,micro,food_service,employee,3.5,37.0,18900.0,1906.12,0.122,16.0,0.316,7,super_prime,0,0.8,0.0,11.0,0,1906.12,3,low_engagement_new
SME133804,micro,retail,business_owner,0.5,67.0,10500.0,831.81,-0.048,7.0,0.473,4,prime,0,0.95,2.0,6.0,0,831.81,0,loyal_established
SME133805,micro,food_service,employee,7.2,23.0,18100.0,9313.46,0.217,84.0,0.193,4,prime,0,0.78,1.0,7.0,1,9313.46,2,high_value_newer
SME133806,micro,construction,business_owner,9.6,54.0,11800.0,5725.13,0.038,30.0,0.032,8,near_prime,2,0.85,1.0,12.0,0,5725.13,0,loyal_established
SME133807,small,food_service,business_owner,6.7,2.0,30000.0,8195.1,0.209,87.0,0.402,5,near_prime,2,0.52,0.0,12.0,1,8195.1,2,high_value_newer
SME133808,micro,food_service,business_owner,7.8,53.0,21400.0,4004.07,-0.09,45.0,0.691,5,prime,0,0.84,1.0,9.0,0,4004.07,1,at_risk_stressed
SME133809,micro,healthcare,business_owner,10.1,6.0,16200.0,2213.59,0.014,15.0,0.146,3,subprime,4,0.7,4.0,5.0,0,2213.59,3,low_engagement_new
SME133810,micro,tech,employee,5.5,98.0,28800.0,5196.6,0.135,39.0,0.299,6,prime,0,1.01,1.0,8.0,0,5196.6,0,loyal_established
SME133811,small,professional_services,business_owner,6.9,46.0,12400.0,4690.53,0.138,28.0,0.678,9,prime,1,1.04,1.0,14.0,0,4690.53,1,at_risk_stressed
SME133812,medium,construction,employee,9.5,4.0,17700.0,2640.81,0.001,24.0,0.224,1,subprime,4,0.46,4.0,8.0,0,2640.81,3,low_engagement_new
SME133813,micro,food_service,business_owner,3.2,40.0,16800.0,2941.41,0.037,19.0,0.479,13,super_prime,0,0.85,0.0,15.0,1,2941.41,1,at_risk_stressed
SME133814,medium,retail,business_owner,12.8,8.0,15000.0,2828.28,0.004,27.0,0.092,2,prime,2,0.47,3.0,10.0,0,2828.28,3,low_engagement_new
SME133815,small,retail,employee,4.9,7.0,19800.0,4416.17,0.193,27.0,0.302,3,super_prime,2,0.83,1.0,3.0,0,4416.17,3,low_engagement_new
SME133816,medium,retail,business_owner,3.5,7.0,15300.0,3991.1,0.054,21.0,0.417,1,subprime,2,0.47,3.0,9.0,0,3991.1,1,at_risk_stressed
SME133817,micro,retail,employee,19.5,7.0,21500.0,2225.29,-0.2,12.0,0.213,13,super_prime,1,1.0,0.0,9.0,0,2225.29,3,low_engagement_new
SME133818,micro,food_service,employee,6.0,20.0,16600.0,9738.66,0.185,80.0,0.416,3,prime,2,0.7,0.0,11.0,0,9738.66,2,high_value_newer
SME133819,small,retail,business_owner,2.1,1.0,4800.0,5415.21,-0.142,29.0,0.694,11,near_prime,2,0.5,3.0,18.0,1,5415.21,1,at_risk_stressed
SME133820,small,professional_services,business_owner,3.1,21.0,9700.0,9412.64,0.085,52.0,0.167,11,near_prime,3,0.44,1.0,1.0,1,9412.64,2,high_value_newer
SME133821,small,retail,business_owner,5.6,29.0,15100.0,94.63,-0.054,1.0,0.258,14,near_prime,0,0.55,5.0,10.0,0,94.63,3,low_engagement_new
SME133822,small,tech,business_owner,8.1,22.0,13400.0,10589.19,0.07,124.0,0.1,9,subprime,2,0.58,0.0,8.0,0,10589.19,2,high_value_newer
SME133823,micro,professional_services,business_owner,16.1,16.0,18100.0,2121.5,-0.059,16.0,0.286,1,prime,0,0.9,2.0,13.0,0,2121.5,3,low_engagement_new
SME133824,small,food_service,business_owner,0.6,27.0,21200.0,2444.58,-0.142,13.0,0.207,4,super_prime,0,1.07,2.0,11.0,0,2444.58,3,low_engagement_new
SME133825,micro,retail,employee,0.5,7.0,24200.0,4258.76,0.047,35.0,0.638,14,near_prime,1,0.67,4.0,11.0,0,4258.76,1,at_risk_stressed
SME133826,small,food_service,business_owner,1.7,71.0,16400.0,3618.64,0.099,23.0,0.417,9,prime,1,1.02,1.0,5.0,1,3618.64,0,loyal_established
SME133827,small,professional_services,business_owner,2.6,27.0,19900.0,7242.52,0.002,60.0,0.356,14,super_prime,0,0.54,0.0,13.0,0,7242.52,2,high_value_newer
SME133828,small,food_service,employee,2.5,31.0,30700.0,2044.53,0.047,19.0,0.41,14,near_prime,1,0.51,0.0,11.0,0,2044.53,1,at_risk_stressed
SME133829,micro,tech,employee,12.2,5.0,26400.0,5796.33,0.054,50.0,0.158,4,super_prime,0,0.97,0.0,14.0,0,5796.33,3,low_engagement_new
SME133830,medium,retail,business_owner,4.1,57.0,19600.0,5794.73,0.096,40.0,0.271,9,subprime,2,0.5,5.0,1.0,0,5794.73,0,loyal_established
SME133831,micro,retail,employee,3.5,12.0,9100.0,1539.51,-0.13,8.0,0.326,2,super_prime,1,1.19,1.0,11.0,0,1539.51,3,low_engagement_new
SME133832,micro,tech,employee,12.3,57.0,20500.0,7824.55,-0.04,56.0,0.302,5,near_prime,2,0.88,3.0,0.0,0,7824.55,0,loyal_established
SME133833,micro,retail,employee,10.9,3.0,25400.0,3342.24,0.069,31.0,0.039,13,prime,0,0.62,1.0,16.0,1,3342.24,3,low_engagement_new
SME133834,micro,food_service,employee,8.8,5.0,7100.0,9737.79,-0.143,58.0,0.3,2,prime,0,0.79,3.0,19.0,0,9737.79,2,high_value_newer
SME133835,micro,healthcare,business_owner,7.4,67.0,17800.0,3928.03,0.004,46.0,0.59,9,super_prime,0,0.97,0.0,17.0,0,3928.03,0,loyal_established
SME133836,micro,food_service,employee,6.9,8.0,15100.0,2729.98,0.127,18.0,0.34,12,subprime,2,0.51,3.0,1.0,0,2729.98,3,low_engagement_new
SME133837,micro,healthcare,employee,5.8,3.0,13600.0,1417.14,-0.066,14.0,0.56,9,subprime,3,0.6,2.0,14.0,1,1417.14,1,at_risk_stressed
SME133838,micro,professional_services,business_owner,0.5,17.0,20500.0,8510.77,0.039,105.0,0.076,14,super_prime,0,0.81,1.0,15.0,1,8510.77,2,high_value_newer
SME133839,micro,retail,employee,4.2,1.0,24200.0,10976.68,-0.073,73.0,0.158,4,super_prime,0,0.84,0.0,4.0,0,10976.68,2,high_value_newer
SME133840,medium,food_service,employee,3.0,3.0,17200.0,8306.11,-0.023,66.0,0.259,2,super_prime,0,0.89,1.0,11.0,0,8306.11,2,high_value_newer
SME133841,micro,professional_services,employee,4.6,1.0,16600.0,91.61,-0.084,1.0,0.304,4,super_prime,1,0.85,0.0,11.0,0,91.61,3,low_engagement_new
SME133842,micro,professional_services,business_owner,0.5,3.0,22700.0,4740.24,-0.028,35.0,0.423,13,near_prime,1,0.57,4.0,5.0,0,4740.24,1,at_risk_stressed
SME133843,small,professional_services,employee,17.6,4.0,11700.0,2863.39,0.037,17.0,0.662,7,subprime,5,0.44,3.0,8.0,0,2863.39,1,at_risk_stressed
SME133844,small,retail,employee,4.9,27.0,12400.0,6249.54,0.116,73.0,0.133,7,subprime,1,0.59,4.0,7.0,0,6249.54,2,high_value_newer
SME133845,micro,retail,employee,7.8,2.0,15000.0,5656.25,0.115,45.0,0.323,9,near_prime,1,0.62,2.0,6.0,0,5656.25,3,low_engagement_new
SME133846,micro,professional_services,employee,3.9,25.0,8000.0,5556.0,-0.123,33.0,0.248,10,prime,2,0.73,1.0,12.0,0,5556.0,3,low_engagement_new
SME133847,small,food_service,employee,3.5,24.0,20400.0,1744.16,0.018,18.0,0.55,9,super_prime,0,0.93,1.0,4.0,0,1744.16,1,at_risk_stressed
SME133848,micro,tech,employee,2.0,19.0,6400.0,1386.7,-0.058,8.0,0.277,10,prime,1,0.59,1.0,14.0,0,1386.7,3,low_engagement_new
SME133849,micro,retail,business_owner,1.9,40.0,15300.0,526.68,0.089,4.0,0.248,13,super_prime,1,1.02,2.0,4.0,0,526.68,3,low_engagement_new
SME133850,medium,retail,business_owner,8.6,2.0,7200.0,8161.4,0.011,83.0,0.591,3,super_prime,0,0.85,0.0,5.0,0,8161.4,2,high_value_newer
SME133851,micro,tech,employee,1.4,16.0,13500.0,3447.47,-0.258,25.0,0.314,5,prime,0,0.52,1.0,13.0,0,3447.47,3,low_engagement_new
SME133852,micro,professional_services,employee,0.8,2.0,7900.0,7446.44,0.029,38.0,0.42,12,prime,2,0.72,0.0,17.0,0,7446.44,1,at_risk_stressed
SME133853,micro,professional_services,employee,3.6,48.0,12100.0,5862.49,-0.207,34.0,0.437,5,near_prime,2,0.74,2.0,4.0,1,5862.49,0,loyal_established
SME133854,small,food_service,employee,5.3,45.0,22100.0,2920.58,0.143,31.0,0.044,9,subprime,0,0.46,2.0,0.0,0,2920.58,3,low_engagement_new
SME133855,micro,healthcare,employee,2.2,66.0,19000.0,2355.69,-0.163,16.0,0.137,10,subprime,4,0.45,2.0,9.0,1,2355.69,0,loyal_established
SME133856,micro,food_service,business_owner,0.7,1.0,10300.0,5086.75,-0.057,26.0,0.453,13,near_prime,1,0.8,2.0,3.0,0,5086.75,1,at_risk_stressed
SME133857,micro,food_service,employee,2.5,77.0,25200.0,4009.44,-0.102,43.0,0.134,11,prime,1,0.88,1.0,9.0,0,4009.44,0,loyal_established
SME133858,micro,retail,business_owner,3.6,13.0,25300.0,6232.4,-0.107,33.0,0.299,14,near_prime,1,0.6,2.0,14.0,0,6232.4,3,low_engagement_new
SME133859,micro,food_service,employee,7.0,11.0,9500.0,3782.43,0.158,39.0,0.063,13,near_prime,1,0.63,2.0,6.0,0,3782.43,3,low_engagement_new
SME133860,micro,healthcare,business_owner,0.7,20.0,4300.0,6440.66,-0.053,33.0,0.226,5,near_prime,2,0.77,1.0,7.0,0,6440.66,3,low_engagement_new
SME133861,micro,healthcare,employee,5.6,3.0,12300.0,8560.67,-0.142,48.0,0.554,2,subprime,1,0.63,3.0,0.0,0,8560.67,1,at_risk_stressed
SME133862,micro,retail,employee,13.5,29.0,9100.0,4901.09,-0.134,31.0,0.308,6,subprime,4,0.64,1.0,7.0,0,4901.09,3,low_engagement_new
SME133863,medium,food_service,employee,22.8,43.0,14800.0,6861.4,0.082,56.0,0.669,12,super_prime,0,0.82,0.0,7.0,1,6861.4,1,at_risk_stressed
SME133864,small,food_service,business_owner,2.1,21.0,17800.0,3481.22,-0.07,27.0,0.671,6,super_prime,0,0.6,0.0,10.0,1,3481.22,1,at_risk_stressed
SME133865,micro,construction,business_owner,1.8,7.0,29800.0,3324.19,0.119,28.0,0.308,1,super_prime,1,0.93,0.0,15.0,0,3324.19,3,low_engagement_new
SME133866,micro,retail,employee,11.1,11.0,14600.0,3949.59,-0.014,40.0,0.265,9,near_prime,1,0.71,3.0,14.0,0,3949.59,3,low_engagement_new
SME133867,small,tech,employee,1.4,34.0,7700.0,4320.36,-0.442,22.0,0.045,1,prime,1,0.8,0.0,2.0,1,4320.36,3,low_engagement_new
SME133868,small,retail,business_owner,7.0,55.0,25000.0,6818.4,0.04,47.0,0.558,10,prime,1,0.6,3.0,2.0,0,6818.4,0,loyal_established
SME133869,micro,professional_services,business_owner,11.0,14.0,9100.0,6068.29,-0.148,60.0,0.378,9,subprime,1,0.44,5.0,5.0,0,6068.29,1,at_risk_stressed
SME133870,micro,construction,business_owner,3.9,4.0,8200.0,98.81,-0.012,1.0,0.371,7,super_prime,0,0.9,0.0,12.0,1,98.81,3,low_engagement_new
SME133871,micro,construction,employee,1.6,27.0,8800.0,4271.57,-0.015,31.0,0.372,11,near_prime,3,0.57,2.0,4.0,0,4271.57,1,at_risk_stressed
SME133872,micro,tech,employee,4.9,60.0,21600.0,4855.69,0.015,27.0,0.204,1,prime,1,1.01,2.0,14.0,1,4855.69,0,loyal_established
SME133873,micro,retail,employee,1.9,3.0,16600.0,2913.24,0.024,16.0,0.227,1,prime,1,1.12,2.0,2.0,0,2913.24,3,low_engagement_new
SME133874,micro,professional_services,business_owner,2.2,53.0,15300.0,7705.96,-0.197,79.0,0.221,12,prime,2,0.47,1.0,10.0,1,7705.96,2,high_value_newer
SME133875,small,construction,employee,10.0,11.0,3600.0,2952.92,0.148,21.0,0.618,3,prime,2,0.58,0.0,12.0,0,2952.92,1,at_risk_stressed
SME133876,micro,healthcare,employee,1.8,40.0,15800.0,1614.64,0.072,9.0,0.21,13,near_prime,2,0.63,1.0,12.0,0,1614.64,3,low_engagement_new
SME133877,micro,professional_services,employee,1.2,3.0,34400.0,6842.54,-0.019,37.0,0.274,12,prime,1,0.91,1.0,13.0,0,6842.54,3,low_engagement_new
SME133878,micro,professional_services,business_owner,0.5,18.0,17500.0,4550.05,-0.202,36.0,0.579,12,prime,2,0.86,0.0,5.0,0,4550.05,1,at_risk_stressed
SME133879,small,tech,business_owner,5.7,30.0,14300.0,7747.46,-0.185,47.0,0.19,5,prime,1,1.05,0.0,5.0,0,7747.46,2,high_value_newer
SME133880,micro,healthcare,employee,4.5,5.0,9200.0,3001.13,-0.083,16.0,0.342,8,near_prime,0,0.6,2.0,5.0,0,3001.13,3,low_engagement_new
SME133881,small,healthcare,employee,1.8,15.0,1800.0,6044.94,-0.166,43.0,0.127,2,prime,0,0.42,0.0,0.0,0,6044.94,3,low_engagement_new
SME133882,small,healthcare,employee,2.2,64.0,11000.0,5593.32,0.228,43.0,0.054,9,super_prime,1,1.01,3.0,8.0,0,5593.32,0,loyal_established
SME133883,micro,healthcare,employee,4.1,13.0,18200.0,5661.25,-0.13,59.0,0.183,6,near_prime,3,0.71,0.0,9.0,0,5661.25,3,low_engagement_new
SME133884,micro,food_service,employee,12.8,9.0,17900.0,7459.4,0.087,38.0,0.124,1,prime,2,0.86,1.0,1.0,0,7459.4,3,low_engagement_new
SME133885,medium,retail,employee,1.9,43.0,16300.0,3860.93,-0.305,30.0,0.425,14,super_prime,0,0.91,1.0,3.0,0,3860.93,1,at_risk_stressed
SME133886,small,tech,employee,3.4,28.0,3600.0,6530.21,-0.001,52.0,0.427,4,near_prime,3,0.48,0.0,11.0,0,6530.21,1,at_risk_stressed
SME133887,micro,healthcare,business_owner,0.9,84.0,22200.0,8627.41,-0.094,62.0,0.832,8,super_prime,0,0.77,0.0,11.0,1,8627.41,0,loyal_established
SME133888,small,tech,business_owner,5.5,1.0,6600.0,8090.22,-0.022,45.0,0.254,2,subprime,1,0.48,5.0,14.0,0,8090.22,2,high_value_newer
SME133889,micro,food_service,business_owner,1.8,31.0,13400.0,4962.92,-0.034,57.0,0.62,4,prime,1,0.71,0.0,0.0,0,4962.92,1,at_risk_stressed
SME133890,micro,construction,employee,9.0,3.0,15600.0,1729.14,-0.319,18.0,0.324,2,prime,0,0.72,2.0,11.0,0,1729.14,3,low_engagement_new
SME133891,micro,construction,employee,5.0,46.0,21300.0,4958.8,-0.095,28.0,0.417,2,near_prime,1,0.72,0.0,9.0,0,4958.8,0,loyal_established
SME133892,small,food_service,employee,8.1,8.0,6400.0,2239.39,-0.292,16.0,0.185,1,prime,1,0.82,3.0,8.0,0,2239.39,3,low_engagement_new
SME133893,medium,professional_services,employee,7.4,8.0,3200.0,1679.92,-0.185,9.0,0.269,1,prime,2,0.79,0.0,15.0,1,1679.92,3,low_engagement_new
SME133894,small,food_service,employee,0.6,2.0,8300.0,3626.0,0.059,42.0,0.587,4,prime,1,0.92,2.0,12.0,0,3626.0,1,at_risk_stressed
SME133895,small,professional_services,employee,0.5,99.0,17200.0,6381.51,-0.126,56.0,0.205,1,subprime,1,0.67,0.0,8.0,0,6381.51,0,loyal_established
SME133896,micro,food_service,employee,1.7,149.0,16200.0,1902.36,-0.159,10.0,0.163,13,near_prime,3,0.62,0.0,6.0,0,1902.36,0,loyal_established
SME133897,medium,food_service,business_owner,13.9,1.0,15700.0,3508.43,0.037,43.0,0.732,3,near_prime,3,0.41,4.0,6.0,1,3508.43,1,at_risk_stressed
SME133898,micro,professional_services,employee,4.5,29.0,8300.0,11167.79,0.074,57.0,0.13,1,super_prime,0,0.62,0.0,9.0,0,11167.79,2,high_value_newer
SME133899,medium,tech,business_owner,2.7,27.0,2400.0,1800.53,0.121,12.0,0.331,6,super_prime,0,1.0,0.0,11.0,0,1800.53,3,low_engagement_new
SME133900,micro,healthcare,business_owner,7.9,7.0,22800.0,5159.27,0.03,54.0,0.695,12,subprime,1,0.71,1.0,0.0,0,5159.27,1,at_risk_stressed
SME133901,micro,construction,employee,6.6,34.0,28800.0,1220.77,0.05,6.0,0.353,1,prime,3,0.63,1.0,14.0,0,1220.77,3,low_engagement_new
SME133902,small,retail,business_owner,8.4,50.0,7800.0,5152.43,0.041,41.0,0.165,11,prime,1,0.98,0.0,19.0,0,5152.43,0,loyal_established
SME133903,micro,retail,employee,8.1,15.0,26900.0,7092.55,0.217,76.0,0.518,11,near_prime,2,0.54,1.0,13.0,0,7092.55,2,high_value_newer
SME133904,micro,food_service,employee,6.2,3.0,27900.0,11036.61,-0.102,60.0,0.329,7,prime,3,0.94,0.0,6.0,0,11036.61,2,high_value_newer
SME133905,small,retail,employee,8.7,11.0,18400.0,10015.74,0.131,112.0,0.265,8,near_prime,0,0.54,1.0,1.0,0,10015.74,2,high_value_newer
SME133906,small,food_service,employee,4.9,12.0,9300.0,2952.54,-0.22,29.0,0.152,8,prime,1,0.71,0.0,12.0,0,2952.54,3,low_engagement_new
SME133907,micro,professional_services,employee,0.5,39.0,13000.0,2991.8,-0.155,18.0,0.116,5,super_prime,0,0.92,2.0,14.0,0,2991.8,3,low_engagement_new
SME133908,micro,retail,employee,0.8,10.0,24300.0,3663.06,-0.003,24.0,0.288,1,prime,1,0.57,1.0,11.0,1,3663.06,3,low_engagement_new
SME133909,small,food_service,business_owner,1.0,15.0,22300.0,4068.48,-0.032,34.0,0.389,5,subprime,3,0.47,4.0,11.0,1,4068.48,1,at_risk_stressed
SME133910,micro,construction,employee,11.3,20.0,24700.0,7432.59,0.068,43.0,0.317,12,near_prime,4,0.61,2.0,8.0,0,7432.59,2,high_value_newer
SME133911,micro,retail,business_owner,8.2,4.0,21400.0,3696.66,-0.133,28.0,0.07,11,near_prime,3,0.8,0.0,0.0,0,3696.66,3,low_engagement_new
SME133912,small,professional_services,employee,0.6,1.0,10900.0,3992.59,0.029,50.0,0.321,1,subprime,3,0.33,2.0,0.0,1,3992.59,3,low_engagement_new
